Time,Mean SVM (g)
2023-05-09 10:38:02,0.019765
2023-05-09 10:38:07,0.019925
2023-05-09 10:38:12,0.020015
2023-05-09 10:38:17,0.019607
2023-05-09 10:38:22,0.019838
2023-05-09 10:38:27,0.019575
2023-05-09 10:38:32,0.019668
2023-05-09 10:38:37,0.019357
2023-05-09 10:38:42,0.019442
2023-05-09 10:38:47,0.019392
2023-05-09 10:38:52,0.019484
2023-05-09 10:38:57,0.019364
2023-05-09 10:39:02,0.019739
2023-05-09 10:39:07,0.019215
2023-05-09 10:39:12,0.019181
2023-05-09 10:39:17,0.019126
2023-05-09 10:39:22,0.019118
2023-05-09 10:39:27,0.019083
2023-05-09 10:39:32,0.019017
2023-05-09 10:39:37,0.018887
2023-05-09 10:39:42,0.019025
2023-05-09 10:39:47,0.018963
2023-05-09 10:39:52,0.125055
2023-05-09 10:39:57,0.082055
